Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
16,USA Midwest,Kansas City,Missouri,W0CW   B,W0CW   G,443.4,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.072317,-94.593167,-6:00
16,USA Midwest,Rolla,Missouri,W0EEE  B,W0EEE  G,448.825,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,37.959333,-91.771667,-6:00
16,USA Midwest,Springfield,Missouri,W0OMD  C,W0OMD  G,146.775,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,37.088333,-93.176333,-6:00
16,USA Midwest,St Louis,Missouri,K0MDG  B,K0MDG  G,442.575,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,38.675333,-90.398833,-6:00
16,USA Midwest,St Louis,Missouri,K0MDG  C,K0MDG  G,147.015,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,38.675333,-90.398833,-6:00
16,USA Midwest,Columbus,Nebraska,WA0COL B,WA0COL G,442.175,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,41.305833,-97.349167,-6:00
16,USA Midwest,Columbus,Nebraska,WA0COL C,WA0COL G,146.955,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,41.305833,-97.349167,-6:00
16,USA Midwest,Grand Island,Nebraska,KD0PBV C,KD0PBV G,146.665,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,40.92,-98.36,-6:00
16,USA Midwest,Kearney,Nebraska,KD0PBW C,KD0PBW G,147.03,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,40.7,-99.09,-6:00
16,USA Midwest,Lincoln,Nebraska,W0MAO  B,W0MAO  G,442.15,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,40.8,-96.7,-6:00
16,USA Midwest,Lincoln,Nebraska,W0MAO  C,W0MAO  G,145.25,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,40.8,-96.7,-6:00
16,USA Midwest,Fargo,North Da,KD0SWQ B,KD0SWQ G,444,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,46.89,-96.8,-7:00
16,USA Midwest,Blanchard,Oklahoma,KF5ZLE B,KF5ZLE G,442.975,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,35.14,-97.69,-6:00
16,USA Midwest,Elk City,Oklahoma,K5ELK  B,K5ELK  G,443.025,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,35.4215,-99.508,-6:00
16,USA Midwest,Elk City,Oklahoma,K5ELK  C,K5ELK  G,146.685,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,35.4215,-99.508,-6:00
16,USA Midwest,Mooreland,Oklahoma,W5OKT  B,W5OKT  G,444.275,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,36.533667,-99.217667,-6:00
16,USA Midwest,Norman,Oklahoma,W5TC   B,W5TC   G,444.75,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,35.181667,-97.44,-6:00
16,USA Midwest,Tulsa,Oklahoma,KN5V   B,KN5V   G,442.6,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,36.06,-95.87,-6:00
16,USA Midwest,Tulsa,Oklahoma,W5IAS  B,W5IAS  G,443,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,36.116667,-96.024833,-6:00
16,USA Midwest,Vinita,Oklahoma,NO5RA  B,NO5RA  G,443.075,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,36.63,-95.17,-6:00
16,USA Midwest,Vinita,Oklahoma,NO5RA  C,NO5RA  G,147.165,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,36.63,-95.17,-6:00
16,USA Midwest,Woodward,Oklahoma,WW5EM  B,WW5EM  G,444.475,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,36.389833,-99.473167,-6:00
16,USA Midwest,Woodward,Oklahoma,WW5EM  C,WW5EM  G,147.315,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,36.389833,-99.473167,-6:00
16,USA Midwest,Sioux Falls,South Da,W0ZWY  B,W0ZWY  G,442.75,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.54,-96.71,-6:00
16,USA Midwest,Allen,Texas,K5PRK  B,K5PRK  G,441.575,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,33.09,-96.68,-6:00
16,USA Midwest,Austin,Texas,W5KA   C,W5KA   G,146.48,DUP+,1,DV,OFF,88.5Hz,YES,Approximate,30.227,-97.774167,-6:00
16,USA Midwest,Bridgeton,Texas,KC2TXB B,KC2TXB G,445.31875,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,32.84,-97.13,-6:00
16,USA Midwest,Bryan,Texas,W5AC   B,W5AC   G,443.4,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,30.6455,-96.3575,-6:00
16,USA Midwest,Corsicana,Texas,K5NEM  C,K5NEM  G,147.34,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,32.073667,-96.495667,-6:00
16,USA Midwest,Dallas,Texas,K5TIT  B,K5TIT  G,442,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,32.78,-96.803667,-6:00
16,USA Midwest,Dallas,Texas,K5TIT  C,K5TIT  G,147.36,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,32.78,-96.803667,-6:00
16,USA Midwest,Dallas,Texas,W5FC   B,W5FC   G,440.575,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,32.8898,-96.7688,-6:00
16,USA Midwest,Dallas,Texas,W5FC   C,W5FC   G,145.13,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,32.8898,-96.7688,-6:00
16,USA Midwest,Denton,Texas,W5NGU  B,W5NGU  G,442.925,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,33.131,-97.101333,-6:00
16,USA Midwest,Denton,Texas,W5NGU  C,W5NGU  G,147.45,DUP-,1,DV,OFF,88.5Hz,YES,Approximate,33.131,-97.101333,-6:00
16,USA Midwest,El Paso,Texas,W5ELP  C,W5ELP  G,146.62,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,31.765667,-106.291833,-7:00
16,USA Midwest,Fort Worth,Texas,KB5DRP B,KB5DRP G,440.55,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,32.7275,-97.327167,-6:00
16,USA Midwest,Fort Worth,Texas,KF5MMX B,KF5MMX G,440.825,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,32.639833,-97.381167,-6:00
16,USA Midwest,Granbury,Texas,K1DRP  B,K1DRP  G,440.65,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,32.4045,-97.817333,-6:00
16,USA Midwest,Granbury,Texas,W5HCT  B,W5HCT  G,444.825,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,32.43,-97.79,-6:00
16,USA Midwest,Houston,Texas,N5HDS  C,N5HDS  G,145.135,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,29.76,-95.37,-6:00
16,USA Midwest,Houston TMC,Texas,W5HDR  B,W5HDR  G,440.6,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,29.7,-95.4,-6:00
16,USA Midwest,Houston TMC,Texas,W5HDR  C,W5HDR  G,146.47,DUP+,1,DV,OFF,88.5Hz,YES,Approximate,29.7,-95.4,-6:00
16,USA Midwest,Laredo,Texas,KE5WFB B,KE5WFB G,440.6,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,27.572,-99.483,-6:00
16,USA Midwest,Laredo,Texas,KE5WFB C,KE5WFB G,146.49,DUP+,1,DV,OFF,88.5Hz,YES,Approximate,27.572,-99.483,-6:00
16,USA Midwest,Longview,Texas,K5LET  C,K5LET  G,147.06,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,32.55,-94.68,-6:00
16,USA Midwest,Magnolia,Texas,N5MDS  B,N5MDS  G,440.7125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,30.191,-95.37,-6:00
16,USA Midwest,Magnolia,Texas,N5MDS  C,N5MDS  G,146.45,DUP+,1,DV,OFF,88.5Hz,YES,Approximate,30.191,-95.37,-6:00
16,USA Midwest,McAllen,Texas,ND5N   C,ND5N   G,147.6,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,33.143667,-80.353833,-6:00
16,USA Midwest,Mesquite,Texas,NT5RN  B,NT5RN  G,443.025,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,32.762833,-96.6345,-6:00
16,USA Midwest,Mesquite,Texas,NT5RN  C,NT5RN  G,145.15,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,32.762833,-96.6345,-6:00
16,USA Midwest,Nederland,Texas,W5SSV  B,W5SSV  G,440.725,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,29.98,-93.98,-6:00
16,USA Midwest,Paris,Texas,K5PTR  B,K5PTR  G,442.125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,33.66,-95.56,-6:00
16,USA Midwest,Rosston,Texas,KE5YAP B,KE5YAP G,440.7125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,33.485,-97.412333,-6:00
16,USA Midwest,Rosston,Texas,KE5YAP C,KE5YAP G,147.49,DUP-,1,DV,OFF,88.5Hz,YES,Approximate,33.485,-97.412333,-6:00
16,USA Midwest,San Antonio,Texas,WA5UNH B,WA5UNH G,440.7,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,29.5085,-98.572833,-6:00
16,USA Midwest,San Antonio,Texas,WD5STR B,WD5STR G,440.6,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,29.543333,-98.503667,-6:00
16,USA Midwest,San Antonio,Texas,WD5STR C,WD5STR G,146.49,DUP+,1,DV,OFF,88.5Hz,YES,Approximate,29.543333,-98.503667,-6:00
16,USA Midwest,Sulphur Springs,Texas,K5SST  B,K5SST  G,444.275,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,33.13,-95.5,-6:00
16,USA Midwest,Sulphur Springs,Texas,K5SST  C,K5SST  G,147.06,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,33.13,-95.5,-6:00
16,USA Midwest,Temple,Texas,K5CTX  B,K5CTX  G,440.525,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,31.095,-97.3555,-6:00
16,USA Midwest,Temple,Texas,K5CTX  C,K5CTX  G,147.34,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,31.095,-97.3555,-6:00
16,USA Midwest,Tyler,Texas,W5ETX  C,W5ETX  G,147.12,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,32.3135,-95.244333,-6:00
16,USA Midwest,Waco,Texas,W5ZDN  C,W5ZDN  G,146.98,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,31.64,-97.1,-6:00
16,USA Midwest,Walburg,Texas,KE5RCS B,KE5RCS G,440.575,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,30.744167,-97.602167,-6:00
16,USA Midwest,Walburg,Texas,KE5RCS C,KE5RCS G,145.13,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,30.744167,-97.602167,-6:00
16,USA Midwest,Baraboo,Wisconsi,WB9FDZ C,WB9FDZ G,145.315,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,43.4305,-89.653667,-6:00
16,USA Midwest,Madison,Wisconsi,W9HSY  C,W9HSY  G,145.305,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,43.050833,-89.486833,-6:00
16,USA Midwest,Milwaukee,Wisconsi,K9AES  C,K9AES  G,145.235,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,43.149,-87.983167,-6:00
16,USA Midwest,Milwaukee,Wisconsi,KC9LKZ B,KC9LKZ G,442.46875,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.0965,-87.904667,-6:00
16,USA Midwest,Park Falls,Wisconsi,W9PFP  B,W9PFP  G,442.48125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,45.944833,-90.273167,-6:00
16,USA Midwest,Richfield,Wisconsi,K9PAQ  B,K9PAQ  G,443.825,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.23,-88.23,-6:00
16,USA Midwest,Richfield,Wisconsi,K9PAQ  C,K9PAQ  G,146.85,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,43.23,-88.23,-6:00
16,USA Midwest,Richland Center,Wisconsi,KC9WDW B,KC9WDW G,442.4875,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.34,-90.38,-6:00
16,USA Midwest,Sheboygan,Wisconsi,KC9SJY B,KC9SJY G,442.48125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.74,-87.724833,-6:00
16,USA Midwest,Sheboygan,Wisconsi,KC9SJY C,KC9SJY G,147.255,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,43.74,-87.724833,-6:00
16,USA Midwest,Wausau,Wisconsi,W9BCC  B,W9BCC  G,442.46875,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,44.9205,-89.6915,-6:00
16,USA Midwest,Wausau,Wisconsi,W9BCC  C,W9BCC  G,145.245,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,44.9205,-89.6915,-6:00
17,USA Northeast,Bristol,Connecti,W1IXU  B,W1IXU  G,448.375,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,41.648833,-72.947333,-5:00
17,USA Northeast,Bristol,Connecti,W1IXU  C,W1IXU  G,145.14,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,41.648833,-72.947333,-5:00
17,USA Northeast,Meriden,Connecti,W1ECV  B,W1ECV  G,444.25,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,41.562333,-72.844,-5:00
17,USA Northeast,Meriden,Connecti,W1ECV  C,W1ECV  G,145.49,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,41.562333,-72.844,-5:00
17,USA Northeast,Newington,Connecti,W1HQ   B,W1HQ   G,442.1,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,41.714667,-72.7285,-5:00
17,USA Northeast,Newington,Connecti,W1HQ   C,W1HQ   G,147.39,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,41.714667,-72.7285,-5:00
17,USA Northeast,Norwalk,Connecti,W1NLK  B,W1NLK  G,441.6,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,41.11,-73.43,-5:00
17,USA Northeast,Vernon,Connecti,AA1HD  B,AA1HD  G,442.15,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,41.8,-72.455,-5:00
17,USA Northeast,Vernon,Connecti,AA1HD  C,AA1HD  G,145.26,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,41.8,-72.455,-5:00
17,USA Northeast,Bloomington,Indiana,K9IU   B,K9IU   G,442.825,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.178,-86.519667,-5:00
17,USA Northeast,Fort Wayne,Indiana,W9TE   B,W9TE   G,442.99375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,41.07715,-85.136817,-5:00
17,USA Northeast,Indianapolis,Indiana,W9ICE  B,W9ICE  G,444.125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.894667,-86.200667,-5:00
17,USA Northeast,Indianapolis,Indiana,W9ICE  C,W9ICE  G,147.39,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,39.894667,-86.200667,-5:00
17,USA Northeast,Lafayette,Indiana,W9ARP  B,W9ARP  G,444.3,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,40.473667,-86.892167,-5:00
17,USA Northeast,Lafayette,Indiana,W9ARP  C,W9ARP  G,146.73,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,40.473667,-86.892167,-5:00
17,USA Northeast,Marion,Indiana,W9EBN  B,W9EBN  G,443.4,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,40.597,-85.6555,-5:00
17,USA Northeast,Erlanger,Kentucky,K4CO   C,K4CO   G,145.42,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,39.017583,-84.60095,-5:00
17,USA Northeast,Lexington,Kentucky,W4DSI  B,W4DSI  G,441.8125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,38.034017,-84.494467,-5:00
17,USA Northeast,Lexington,Kentucky,W4DSI  C,W4DSI  G,145.46,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,38.034017,-84.494467,-5:00
17,USA Northeast,Middlesboro,Kentucky,WA4YZY B,WA4YZY G,443.4625,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,36.593,-83.791667,-5:00
17,USA Northeast,Middlesboro,Kentucky,WA4YZY C,WA4YZY G,145.3,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,36.593,-83.791667,-5:00
17,USA Northeast,Richmond,Kentucky,KE4YVD B,KE4YVD G,442.8125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,37.707833,-84.272167,-5:00
17,USA Northeast,Brunswick,Maine,KS1R   B,KS1R   G,447.575,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,43.53,-70.22,-7:00
17,USA Northeast,Cooper,Maine,W1SCV  C,W1SCV  G,146.985,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,44.95,-67.44,-5:00
17,USA Northeast,Turner,Maine,KB1VFA C,KB1VFA G,145.36,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,44.249333,-70.282833,-5:00
17,USA Northeast,Forest Hill,Maryland,KB3TOG B,KB3TOG G,447.9875,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,39.58,-76.35,-5:00
17,USA Northeast,Forest Hill,Maryland,KB3TOG C,KB3TOG G,145.12,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,39.58,-76.35,-5:00
17,USA Northeast,Frederick,Maryland,KB3YBH B,KB3YBH G,444.8,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.494667,-77.498833,-5:00
17,USA Northeast,Germantown,Maryland,KV3B   B,KV3B   G,444.2,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.173167,-77.271667,-5:00
17,USA Northeast,Salisbury,Maryland,W3PRO  B,W3PRO  G,444.2,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,38.36,-75.58,-5:00
17,USA Northeast,Salisbury,Maryland,W3PRO  C,W3PRO  G,145.28,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,38.36,-75.58,-5:00
17,USA Northeast,Towson,Maryland,W3DHS  B,W3DHS  G,442.1125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.4,-76.6,-5:00
17,USA Northeast,Towson,Maryland,W3DHS  C,W3DHS  G,145.14,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,39.4,-76.6,-5:00
17,USA Northeast,Brookline,Massachu,W1MRA  C,W1MRA  G,145.16,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.34,-71.09,-5:00
17,USA Northeast,Fall River,Massachu,K1RFI  A,K1RFI  G,145.22,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,41.675967,-71.18155,-5:00
17,USA Northeast,Fall River,Massachu,K1RFI  B,K1RFI  G,449.525,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,41.675967,-71.18155,-5:00
17,USA Northeast,Fall River,Massachu,K1RFI  C,K1RFI  G,145.42,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,41.675967,-71.18155,-5:00
17,USA Northeast,Falmouth,Massachu,KB1ZEG C,KB1ZEG G,145.21,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,41.55,-70.62,-5:00
17,USA Northeast,Feeding Hills,Massachu,W1KK   B,W1KK   G,449.175,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,42.084667,-72.703833,-5:00
17,USA Northeast,Feeding Hills,Massachu,W1KK   C,W1KK   G,145.15,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.084667,-72.703833,-5:00
17,USA Northeast,Holliston,Massachu,W1DSR  B,W1DSR  G,447.075,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,42.184667,-71.545833,-5:00
17,USA Northeast,Holliston,Massachu,W1DSR  C,W1DSR  G,145.14,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.184667,-71.545833,-5:00
17,USA Northeast,Holyoke,Massachu,AA1KK  B,AA1KK  G,447.375,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,42.072367,-72.67515,-5:00
17,USA Northeast,Westford,Massachu,WB1GOF B,WB1GOF G,442.45,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.57,-71.45,-5:00
17,USA Northeast,Westford,Massachu,WB1GOF C,WB1GOF G,145.33,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.57,-71.45,-5:00
17,USA Northeast,Auburn Hills,Michigan,K8DXA  B,K8DXA  G,444.2625,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.673333,-83.229667,-5:00
17,USA Northeast,Auburn Hills,Michigan,K8DXA  C,K8DXA  G,145.13,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.673333,-83.229667,-5:00
17,USA Northeast,Battle Creek,Michigan,W8DF   C,W8DF,146.79,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.28,-85.17,-5:00
17,USA Northeast,Charlotte,Michigan,K8ETN  B,K8ETN  G,443.4375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.580667,-84.846167,-5:00
17,USA Northeast,Charlotte,Michigan,K8ETN  C,K8ETN  G,145.2,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.580667,-84.846167,-5:00
17,USA Northeast,Gaylord,Michigan,KD8QCC B,KD8QCC G,444.0375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,45.045667,-84.666,-5:00
17,USA Northeast,Grand Rapids,Michigan,WX8GRR B,WX8GRR G,442.55,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.736667,-85.621167,-5:00
17,USA Northeast,Grand Rapids,Michigan,WX8GRR C,WX8GRR G,147.29,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,42.736667,-85.621167,-5:00
17,USA Northeast,Hell,Michigan,K8LCD  B,K8LCD  G,444.0625,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.435,-83.9535,-5:00
17,USA Northeast,Hell,Michigan,K8LCD  C,K8LCD  G,147.21,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,42.435,-83.9535,-5:00
17,USA Northeast,Howell,Michigan,W8LIV  B,W8LIV  G,444.0375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.583667,-83.975333,-5:00
17,USA Northeast,Howell,Michigan,W8LIV  C,W8LIV  G,145.32,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.583667,-83.975333,-5:00
17,USA Northeast,Ithaca,Michigan,KD8IEK B,KD8IEK G,443.1375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.271833,-84.607167,-5:00
17,USA Northeast,Ithaca,Michigan,KD8IEK C,KD8IEK G,147.15,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,43.271833,-84.607167,-5:00
17,USA Northeast,Muskegon,Michigan,WD8MKG B,WD8MKG G,444.0125,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.24,-86.25,-5:00
17,USA Northeast,Muskegon,Michigan,WD8MKG C,WD8MKG G,145.36,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,43.24,-86.25,-5:00
17,USA Northeast,Owosso,Michigan,W8SHI  B,W8SHI  G,444.3,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.980333,-84.171,-5:00
17,USA Northeast,Owosso,Michigan,W8SHI  C,W8SHI  G,145.24,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.980333,-84.171,-5:00
17,USA Northeast,Stutsmanville,Michigan,W8CCE  B,W8CCE  G,443.375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,45.503333,-85.031667,-5:00
17,USA Northeast,Travese City,Michigan,WI0OK  C,WI0OK  G,145.36,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,44.76,-85.63,-5:00
17,USA Northeast,Hampton,New Hamp,K1HBR  B,K1HBR  G,449.475,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,42.937567,-70.838933,-5:00
17,USA Northeast,Hampton,New Hamp,K1HBR  C,K1HBR  G,145.44,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.937567,-70.838933,-5:00
17,USA Northeast,Ossipee,New Hamp,N1ATV  B,N1ATV  G,442.65,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.809,-71.259,-5:00
17,USA Northeast,Ossipee,New Hamp,N1ATV  C,N1ATV  G,147.075,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,43.809,-71.259,-5:00
17,USA Northeast,Salem,New Hamp,K1HRO  B,K1HRO  G,444.35,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.789833,-71.233,-5:00
17,USA Northeast,Salem,New Hamp,K1HRO  C,K1HRO  G,145.31,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,42.789833,-71.233,-5:00
17,USA Northeast,Atlantic City,New Jers,KC2TGB B,KC2TGB G,444.65625,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.379,-74.447833,-5:00
17,USA Northeast,Cedar Grove,New Jers,W2DGL  C,W2DGL  G,146.445,DUP+,1,DV,OFF,88.5Hz,YES,Approximate,40.858667,-74.244,-5:00
17,USA Northeast,Glassboro,New Jers,KC2TXX B,KC2TXX G,440.10625,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.7,-75.13,-5:00
17,USA Northeast,Lake Hopatcong,New Jers,NJ2MC  B,NJ2MC  G,441.6,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,40.94,-74.62,-5:00
17,USA Northeast,Lake Hopatcong,New Jers,NJ2MC  C,NJ2MC  G,145.43,DUP+,0.6,DV,OFF,88.5Hz,YES,Approximate,40.94,-74.62,-5:00
17,USA Northeast,Lindenwold,New Jers,K2EOC  B,K2EOC  G,440.24375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.81,-74.99,-5:00
17,USA Northeast,Martinsville,New Jers,NJ2DG  B,NJ2DG  G,441.65,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,40.611333,-74.569667,-5:00
17,USA Northeast,Martinsville,New Jers,NJ2DG  C,NJ2DG  G,145.14,DUP-,0.6,DV,OFF,88.5Hz,YES,Approximate,40.611333,-74.569667,-5:00
17,USA Northeast,Mount Laurel,New Jers,KC2QVT B,KC2QVT G,445.33125,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,39.97,-74.898,-5:00
17,USA Northeast,Oceanview,New Jers,NJ2CM  B,NJ2CM  G,440.09375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,39.2,-74.755167,-5:00
17,USA Northeast,Woodstown,New Jers,NJ2SC  B,NJ2SC  G,445.03125,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,39.633333,-75.358833,-5:00
17,USA Northeast,Albany,New York,WA2UMX B,WA2UMX G,443.3,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,42.628333,-74.011667,-5:00
17,USA Northeast,CARMEL,New York,K2PUT  B,K2PUT  G,445.875,DUP-,5,DV,OFF,88.5Hz,YES,Approximate,41.276833,-73.435167,-5:00
17,USA Northeast,Fairport,New York,KB2VZS B,KB2VZS G,443.8,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,43.09,-77.45,-5:00
17,USA Northeast,Hauppauge,New York,WD2NY  B,WD2NY  G,444.2375,DUP+,5,DV,OFF,88.5Hz,YES,Approximate,40.807167,-73.179333,-5:00
